"gene","genecount"
"ENSDARG00000117148",0
"ENSDARG00000114058",0
"ENSDARG00000111679",0
"ENSDARG00000114904",0
"ENSDARG00000114998",0
"ENSDARG00000112696",0
"ENSDARG00000112901",0
"ENSDARG00000112695",0
"ENSDARG00000111026",0
"ENSDARG00000102644",0
"ENSDARG00000110229",0
"ENSDARG00000098878",0
"ENSDARG00000116657",0
"ENSDARG00000101689",18
"ENSDARG00000102848",0
"ENSDARG00000098569",0
"ENSDARG00000101450",1
"ENSDARG00000101695",10
"ENSDARG00000101598",8
"ENSDARG00000101312",3
"ENSDARG00000114645",0
"ENSDARG00000099926",2
"ENSDARG00000104925",0
"ENSDARG00000111577",0
"ENSDARG00000114223",0
"ENSDARG00000115833",0
"ENSDARG00000110195",0
"ENSDARG00000109515",0
"ENSDARG00000116333",0
"ENSDARG00000113929",0
"ENSDARG00000112740",0
"ENSDARG00000112949",0
"ENSDARG00000110133",0
"ENSDARG00000110956",0
"ENSDARG00000098427",0
"ENSDARG00000105570",8
"ENSDARG00000117402",0
"ENSDARG00000104932",0
"ENSDARG00000099444",0
"ENSDARG00000103946",11
"ENSDARG00000114711",0
"ENSDARG00000098986",0
"ENSDARG00000113660",0
"ENSDARG00000117006",0
"ENSDARG00000100341",8
"ENSDARG00000098928",0
"ENSDARG00000110640",0
"ENSDARG00000115028",0
"ENSDARG00000111578",0
"ENSDARG00000110822",0
"ENSDARG00000101971",0
"ENSDARG00000110813",0
"ENSDARG00000114576",0
"ENSDARG00000112457",0
"ENSDARG00000111220",0
"ENSDARG00000111520",0
"ENSDARG00000114265",0
"ENSDARG00000115134",0
"ENSDARG00000116579",0
"ENSDARG00000116910",0
"ENSDARG00000102390",0
"ENSDARG00000111887",0
"ENSDARG00000112987",0
"ENSDARG00000113385",0
"ENSDARG00000095106",10
"ENSDARG00000093865",1
"ENSDARG00000114289",5
"ENSDARG00000101245",0
"ENSDARG00000086720",0
"ENSDARG00000092000",0
"ENSDARG00000096172",1
"ENSDARG00000087645",0
"ENSDARG00000093041",0
"ENSDARG00000093615",0
"ENSDARG00000114437",0
"ENSDARG00000094443",0
"ENSDARG00000096014",0
"ENSDARG00000115628",0
"ENSDARG00000116117",0
"ENSDARG00000096215",0
"ENSDARG00000086130",8
"ENSDARG00000096105",0
"ENSDARG00000087265",0
"ENSDARG00000070299",0
"ENSDARG00000097990",0
"ENSDARG00000116211",0
"ENSDARG00000114577",9
"ENSDARG00000093478",0
"ENSDARG00000097713",0
"ENSDARG00000097059",0
"ENSDARG00000088000",0
"ENSDARG00000114236",0
"ENSDARG00000097604",0
"ENSDARG00000097775",0
"ENSDARG00000097139",0
"ENSDARG00000095200",0
"ENSDARG00000097811",0
"ENSDARG00000090160",1
"ENSDARG00000097971",0
"ENSDARG00000091561",0
"ENSDARG00000113432",0
"ENSDARG00000113683",0
"ENSDARG00000109221",0
"ENSDARG00000112639",0
"ENSDARG00000110080",0
"ENSDARG00000116360",0
"ENSDARG00000111187",0
"ENSDARG00000115434",0
"ENSDARG00000110916",0
"ENSDARG00000113973",0
"ENSDARG00000114264",0
"ENSDARG00000088961",0
"ENSDARG00000107506",0
"ENSDARG00000088616",0
"ENSDARG00000089179",3
"ENSDARG00000093424",0
"ENSDARG00000091477",0
"ENSDARG00000096065",0
"ENSDARG00000087743",0
"ENSDARG00000094888",0
"ENSDARG00000117132",0
"ENSDARG00000117521",0
"ENSDARG00000102791",0
"ENSDARG00000106667",0
"ENSDARG00000117424",0
"ENSDARG00000110946",0
"ENSDARG00000093994",0
"ENSDARG00000096222",3
"ENSDARG00000094034",0
"ENSDARG00000094177",0
"ENSDARG00000077220",0
"ENSDARG00000109821",0
"ENSDARG00000115802",0
"ENSDARG00000112048",0
"ENSDARG00000114894",0
"ENSDARG00000110454",2
"ENSDARG00000116625",7
"ENSDARG00000110290",2
"ENSDARG00000111966",0
"ENSDARG00000115441",0
"ENSDARG00000115588",3
"ENSDARG00000112989",0
"ENSDARG00000109894",0
"ENSDARG00000115686",0
"ENSDARG00000098429",0
"ENSDARG00000113665",0
"ENSDARG00000111703",0
"ENSDARG00000116282",0
"ENSDARG00000110472",0
"ENSDARG00000113709",0
"ENSDARG00000114821",0
"ENSDARG00000114028",0
"ENSDARG00000111177",0
"ENSDARG00000113337",0
"ENSDARG00000115011",0
"ENSDARG00000110215",0
"ENSDARG00000117007",0
"ENSDARG00000115828",0
"ENSDARG00000113608",0
"ENSDARG00000113085",0
"ENSDARG00000111145",0
"ENSDARG00000113475",0
"ENSDARG00000116298",0
"ENSDARG00000100311",0
"ENSDARG00000100578",0
"ENSDARG00000114042",0
"ENSDARG00000098519",0
"ENSDARG00000110338",0
"ENSDARG00000098406",0
"ENSDARG00000105244",0
"ENSDARG00000098985",0
"ENSDARG00000109740",0
"ENSDARG00000101046",0
"ENSDARG00000100995",0
"ENSDARG00000117168",0
"ENSDARG00000102994",25
"ENSDARG00000101829",0
"ENSDARG00000104351",0
"ENSDARG00000102659",0
"ENSDARG00000105137",0
"ENSDARG00000116023",5
"ENSDARG00000104468",0
"ENSDARG00000117334",0
"ENSDARG00000100387",0
"ENSDARG00000100855",0
"ENSDARG00000113194",0
"ENSDARG00000110196",0
"ENSDARG00000103753",0
"ENSDARG00000101006",0
"ENSDARG00000112468",0
"ENSDARG00000113340",0
"ENSDARG00000112757",0
"ENSDARG00000112514",0
"ENSDARG00000115393",0
"ENSDARG00000111032",0
"ENSDARG00000110162",0
"ENSDARG00000115551",0
"ENSDARG00000114371",0
"ENSDARG00000116031",0
"ENSDARG00000116010",0
"ENSDARG00000114772",0
"ENSDARG00000105306",0
"ENSDARG00000101647",0
"ENSDARG00000101401",0
"ENSDARG00000113119",0
"ENSDARG00000092775",0
"ENSDARG00000100931",0
"ENSDARG00000098879",4
"ENSDARG00000100049",0
"ENSDARG00000109558",0
"ENSDARG00000101292",0
"ENSDARG00000103538",0
"ENSDARG00000100412",2
"ENSDARG00000098610",0
"ENSDARG00000110123",0
"ENSDARG00000103310",0
"ENSDARG00000102635",0
"ENSDARG00000102595",1
"ENSDARG00000100283",0
"ENSDARG00000099751",0
"ENSDARG00000113052",0
"ENSDARG00000109735",0
"ENSDARG00000117791",0
"ENSDARG00000117505",0
"ENSDARG00000109339",0
"ENSDARG00000115278",0
"ENSDARG00000103431",0
"ENSDARG00000102941",0
"ENSDARG00000111824",0
"ENSDARG00000117658",0
"ENSDARG00000112126",0
"ENSDARG00000103105",0
"ENSDARG00000113690",0
"ENSDARG00000099825",0
"ENSDARG00000103265",0
"ENSDARG00000111198",0
"ENSDARG00000102215",0
"ENSDARG00000100673",0
"ENSDARG00000115299",7
"ENSDARG00000104968",6
"ENSDARG00000100414",0
"ENSDARG00000105245",0
"ENSDARG00000100537",0
"ENSDARG00000104052",0
"ENSDARG00000102278",0
"ENSDARG00000100987",0
"ENSDARG00000113808",0
"ENSDARG00000103281",0
"ENSDARG00000101469",0
"ENSDARG00000098426",0
"ENSDARG00000104270",0
"ENSDARG00000093461",0
"ENSDARG00000103420",1
"ENSDARG00000099932",0
"ENSDARG00000114391",0
"ENSDARG00000104262",0
"ENSDARG00000099255",0
"ENSDARG00000098213",0
"ENSDARG00000099277",1
"ENSDARG00000101997",1
"ENSDARG00000100386",0
"ENSDARG00000103536",0
"ENSDARG00000101165",0
"ENSDARG00000102256",0
"ENSDARG00000098193",3
"ENSDARG00000101483",0
"ENSDARG00000093254",1
"ENSDARG00000098243",0
"ENSDARG00000105057",0
"ENSDARG00000103031",0
"ENSDARG00000102543",0
"ENSDARG00000098430",13
"ENSDARG00000105304",0
"ENSDARG00000099670",0
"ENSDARG00000098155",0
"ENSDARG00000112406",0
"ENSDARG00000116226",0
"ENSDARG00000112295",0
"ENSDARG00000111237",0
"ENSDARG00000115819",1
"ENSDARG00000110315",0
"ENSDARG00000114779",2
"ENSDARG00000099372",0
"ENSDARG00000110135",1
"ENSDARG00000116179",1
"ENSDARG00000111012",0
"ENSDARG00000103411",0
"ENSDARG00000115716",0
"ENSDARG00000114100",2
"ENSDARG00000115021",0
"ENSDARG00000112047",1
"ENSDARG00000109304",0
"ENSDARG00000103201",0
"ENSDARG00000109296",0
"ENSDARG00000112791",0
"ENSDARG00000114429",0
"ENSDARG00000117174",0
"ENSDARG00000114924",0
"ENSDARG00000103635",1
"ENSDARG00000098506",0
"ENSDARG00000103719",0
"ENSDARG00000117343",0
"ENSDARG00000102455",2
"ENSDARG00000110323",12
"ENSDARG00000101351",0
"ENSDARG00000104893",0
"ENSDARG00000113022",0
"ENSDARG00000111731",0
"ENSDARG00000102342",0
"ENSDARG00000100492",0
"ENSDARG00000099845",0
"ENSDARG00000113974",0
"ENSDARG00000098585",0
"ENSDARG00000104476",0
"ENSDARG00000101912",0
"ENSDARG00000101065",0
"ENSDARG00000117387",0
"ENSDARG00000101968",0
"ENSDARG00000115524",0
"ENSDARG00000099046",0
"ENSDARG00000092938",6
"ENSDARG00000098884",0
"ENSDARG00000103119",0
"ENSDARG00000103417",3
"ENSDARG00000103103",3
"ENSDARG00000100865",0
"ENSDARG00000101664",0
"ENSDARG00000101137",0
"ENSDARG00000103400",0
"ENSDARG00000100777",0
"ENSDARG00000100229",2
"ENSDARG00000112450",1
"ENSDARG00000094500",0
"ENSDARG00000099355",11
"ENSDARG00000104804",0
"ENSDARG00000101274",0
"ENSDARG00000110144",0
"ENSDARG00000115894",0
"ENSDARG00000092197",9
"ENSDARG00000100221",0
"ENSDARG00000098727",0
"ENSDARG00000104124",5
"ENSDARG00000103721",0
"ENSDARG00000103597",0
"ENSDARG00000117381",0
"ENSDARG00000087544",0
"ENSDARG00000104884",0
"ENSDARG00000103636",0
"ENSDARG00000101392",0
"ENSDARG00000103208",1
"ENSDARG00000100137",0
"ENSDARG00000117223",0
"ENSDARG00000104053",0
"ENSDARG00000104362",0
"ENSDARG00000116887",0
"ENSDARG00000114009",0
"ENSDARG00000098775",0
"ENSDARG00000113984",0
"ENSDARG00000113412",0
"ENSDARG00000111764",0
"ENSDARG00000116034",0
"ENSDARG00000115113",0
"ENSDARG00000103968",0
"ENSDARG00000111137",0
"ENSDARG00000116979",0
"ENSDARG00000100257",9
"ENSDARG00000103091",0
"ENSDARG00000111959",0
"ENSDARG00000098244",0
"ENSDARG00000111278",0
"ENSDARG00000116653",0
"ENSDARG00000111330",0
"ENSDARG00000109254",0
"ENSDARG00000117056",0
"ENSDARG00000114101",0
"ENSDARG00000109985",0
"ENSDARG00000100723",0
"ENSDARG00000105058",0
"ENSDARG00000104697",34
"ENSDARG00000117604",0
"ENSDARG00000105266",2
"ENSDARG00000103381",0
"ENSDARG00000102917",11
"ENSDARG00000110637",6
"ENSDARG00000098095",0
"ENSDARG00000102931",0
"ENSDARG00000104335",0
"ENSDARG00000116479",0
"ENSDARG00000113324",0
"ENSDARG00000104888",0
"ENSDARG00000098536",0
"ENSDARG00000109987",0
"ENSDARG00000109781",0
"ENSDARG00000116121",0
"ENSDARG00000116549",0
"ENSDARG00000113358",0
"ENSDARG00000111752",0
"ENSDARG00000113921",0
"ENSDARG00000116964",0
"ENSDARG00000110389",0
"ENSDARG00000110249",0
"ENSDARG00000110122",0
"ENSDARG00000113051",0
"ENSDARG00000116247",0
"ENSDARG00000116336",0
"ENSDARG00000101304",0
"ENSDARG00000103955",0
"ENSDARG00000095992",0
"ENSDARG00000114969",0
"ENSDARG00000089934",0
"ENSDARG00000096127",0
"ENSDARG00000095990",0
"ENSDARG00000095198",0
"ENSDARG00000093220",0
"ENSDARG00000113582",0
"ENSDARG00000105111",0
"ENSDARG00000101842",14
"ENSDARG00000100571",9
"ENSDARG00000077697",12
"ENSDARG00000076255",1
"ENSDARG00000109366",0
"ENSDARG00000096210",0
"ENSDARG00000088915",0
"ENSDARG00000109840",0
"ENSDARG00000096026",0
"ENSDARG00000094195",1
"ENSDARG00000094653",12
"ENSDARG00000114536",0
"ENSDARG00000117302",0
"ENSDARG00000078728",1
"ENSDARG00000095605",0
"ENSDARG00000090734",0
"ENSDARG00000092784",10
"ENSDARG00000115017",5
"ENSDARG00000095998",0
"ENSDARG00000096144",0
"ENSDARG00000117801",0
"ENSDARG00000096024",0
"ENSDARG00000114860",0
"ENSDARG00000115069",0
"ENSDARG00000114557",0
"ENSDARG00000112012",0
"ENSDARG00000113844",0
"ENSDARG00000116616",0
"ENSDARG00000115827",0
"ENSDARG00000114972",0
"ENSDARG00000116911",0
"ENSDARG00000113612",0
"ENSDARG00000111575",0
"ENSDARG00000101524",0
"ENSDARG00000099036",0
"ENSDARG00000103439",0
"ENSDARG00000103343",0
"ENSDARG00000112070",0
"ENSDARG00000104523",0
"ENSDARG00000105144",0
"ENSDARG00000104416",0
"ENSDARG00000103003",0
"ENSDARG00000100647",0
"ENSDARG00000099597",0
"ENSDARG00000116007",13
"ENSDARG00000088301",8
"ENSDARG00000110403",0
"ENSDARG00000095418",0
"ENSDARG00000095155",0
"ENSDARG00000092080",0
"ENSDARG00000093803",0
"ENSDARG00000094223",0
"ENSDARG00000095126",4
"ENSDARG00000097347",5
"ENSDARG00000094304",0
"ENSDARG00000096100",0
"ENSDARG00000111024",0
"ENSDARG00000115032",0
"ENSDARG00000113038",0
"ENSDARG00000111688",0
"ENSDARG00000112896",0
"ENSDARG00000112599",0
"ENSDARG00000093633",0
"ENSDARG00000117620",0
"ENSDARG00000092940",0
"ENSDARG00000114228",0
"ENSDARG00000093576",0
"ENSDARG00000094615",0
"ENSDARG00000113652",0
"ENSDARG00000114186",0
"ENSDARG00000109896",0
"ENSDARG00000112345",0
"ENSDARG00000117081",0
"ENSDARG00000112603",0
"ENSDARG00000111851",0
"ENSDARG00000114646",0
"ENSDARG00000100934",0
"ENSDARG00000109244",0
"ENSDARG00000110684",0
"ENSDARG00000109860",0
"ENSDARG00000116746",0
"ENSDARG00000111592",0
"ENSDARG00000113647",0
"ENSDARG00000116492",0
"ENSDARG00000113873",0
"ENSDARG00000110538",0
"ENSDARG00000116144",0
"ENSDARG00000113682",0
"ENSDARG00000110974",0
"ENSDARG00000113979",0
"ENSDARG00000112166",0
"ENSDARG00000109822",0
"ENSDARG00000110052",0
"ENSDARG00000109322",0
"ENSDARG00000112182",0
"ENSDARG00000102673",0
"ENSDARG00000100421",0
"ENSDARG00000100335",0
"ENSDARG00000104006",0
"ENSDARG00000111178",0
"ENSDARG00000116114",0
"ENSDARG00000098196",0
"ENSDARG00000105038",0
"ENSDARG00000102212",2
"ENSDARG00000098094",0
"ENSDARG00000100329",0
"ENSDARG00000114441",0
"ENSDARG00000104004",0
"ENSDARG00000100384",0
"ENSDARG00000101682",0
"ENSDARG00000099963",0
"ENSDARG00000103527",0
"ENSDARG00000104026",17
"ENSDARG00000107425",0
"ENSDARG00000117773",0
"ENSDARG00000099346",1
"ENSDARG00000100911",0
"ENSDARG00000116149",0
"ENSDARG00000116692",0
"ENSDARG00000099544",0
"ENSDARG00000116367",0
"ENSDARG00000110878",0
"ENSDARG00000100110",0
"ENSDARG00000104822",0
"ENSDARG00000098077",0
"ENSDARG00000100509",0
"ENSDARG00000100460",6
"ENSDARG00000099180",0
"ENSDARG00000099669",0
"ENSDARG00000112928",0
"ENSDARG00000103495",0
"ENSDARG00000112487",2
"ENSDARG00000117644",0
"ENSDARG00000105119",3
"ENSDARG00000110769",0
"ENSDARG00000100090",0
"ENSDARG00000111518",3
"ENSDARG00000091994",1
"ENSDARG00000101946",0
"ENSDARG00000098087",0
"ENSDARG00000117495",0
"ENSDARG00000067592",0
"ENSDARG00000117806",0
"ENSDARG00000094212",0
"ENSDARG00000112369",0
"ENSDARG00000099055",0
"ENSDARG00000100434",0
"ENSDARG00000117113",0
"ENSDARG00000102262",0
"ENSDARG00000101843",5
"ENSDARG00000113713",0
"ENSDARG00000099590",0
"ENSDARG00000103172",0
"ENSDARG00000088847",0
"ENSDARG00000103079",0
"ENSDARG00000102873",11
"ENSDARG00000099347",0
"ENSDARG00000105262",0
"ENSDARG00000101772",2
"ENSDARG00000100652",0
"ENSDARG00000098892",0
"ENSDARG00000100671",0
"ENSDARG00000101230",0
"ENSDARG00000104819",0
"ENSDARG00000104616",0
"ENSDARG00000104887",0
"ENSDARG00000100262",8
"ENSDARG00000104737",0
"ENSDARG00000100842",0
"ENSDARG00000111998",0
"ENSDARG00000110917",0
"ENSDARG00000098628",0
"ENSDARG00000100079",0
"ENSDARG00000113622",0
"ENSDARG00000116572",0
"ENSDARG00000110800",0
"ENSDARG00000111777",0
"ENSDARG00000115010",0
"ENSDARG00000117139",0
"ENSDARG00000114506",0
"ENSDARG00000110860",0
"ENSDARG00000099293",0
"ENSDARG00000113010",0
"ENSDARG00000110107",0
"ENSDARG00000115725",0
"ENSDARG00000115917",0
"ENSDARG00000109367",0
"ENSDARG00000114596",0
"ENSDARG00000115107",0
"ENSDARG00000109213",0
"ENSDARG00000113141",8
"ENSDARG00000115443",0
"ENSDARG00000111255",0
"ENSDARG00000112813",0
"ENSDARG00000112158",0
"ENSDARG00000112350",0
"ENSDARG00000113908",0
"ENSDARG00000105219",0
"ENSDARG00000109255",0
"ENSDARG00000098199",0
"ENSDARG00000100370",0
"ENSDARG00000112586",0
"ENSDARG00000100463",0
"ENSDARG00000104088",0
"ENSDARG00000101528",0
"ENSDARG00000103458",0
"ENSDARG00000098604",0
"ENSDARG00000107283",0
"ENSDARG00000098383",1
"ENSDARG00000116620",0
"ENSDARG00000115312",0
"ENSDARG00000114875",0
"ENSDARG00000114713",0
"ENSDARG00000110861",0
"ENSDARG00000104226",0
"ENSDARG00000094175",1
"ENSDARG00000098991",10
"ENSDARG00000103239",0
"ENSDARG00000104892",0
"ENSDARG00000100556",0
"ENSDARG00000100761",0
"ENSDARG00000113804",0
"ENSDARG00000100160",0
"ENSDARG00000116574",0
"ENSDARG00000104446",2
"ENSDARG00000098183",0
"ENSDARG00000100864",0
"ENSDARG00000103227",0
"ENSDARG00000109951",0
"ENSDARG00000101174",0
"ENSDARG00000115416",0
"ENSDARG00000104266",0
"ENSDARG00000117453",0
"ENSDARG00000099048",1
"ENSDARG00000112940",4
"ENSDARG00000112473",0
"ENSDARG00000116873",0
"ENSDARG00000115589",0
"ENSDARG00000103749",0
"ENSDARG00000113887",0
"ENSDARG00000116061",0
"ENSDARG00000116189",0
"ENSDARG00000116342",0
"ENSDARG00000111532",0
"ENSDARG00000117047",0
"ENSDARG00000115808",0
"ENSDARG00000103784",0
"ENSDARG00000111972",0
"ENSDARG00000113519",0
"ENSDARG00000112493",2
"ENSDARG00000112043",0
"ENSDARG00000113826",11
"ENSDARG00000098351",11
"ENSDARG00000112684",0
"ENSDARG00000116915",5
"ENSDARG00000114740",0
"ENSDARG00000112330",0
"ENSDARG00000113298",0
"ENSDARG00000116166",0
"ENSDARG00000116954",0
"ENSDARG00000116338",0
"ENSDARG00000116652",0
"ENSDARG00000111566",0
"ENSDARG00000101714",0
"ENSDARG00000116474",0
"ENSDARG00000116679",0
"ENSDARG00000116756",0
"ENSDARG00000100001",0
"ENSDARG00000114332",0
"ENSDARG00000105067",1
"ENSDARG00000112061",0
"ENSDARG00000113294",0
"ENSDARG00000100302",1
"ENSDARG00000099262",10
"ENSDARG00000113526",0
"ENSDARG00000111458",8
"ENSDARG00000113006",0
"ENSDARG00000111460",82
"ENSDARG00000115847",0
"ENSDARG00000110028",0
"ENSDARG00000114192",0
"ENSDARG00000098189",2
"ENSDARG00000101389",0
"ENSDARG00000115693",0
"ENSDARG00000111550",0
"ENSDARG00000104167",0
"ENSDARG00000098541",0
"ENSDARG00000096142",3
"ENSDARG00000114364",0
"ENSDARG00000104009",0
"ENSDARG00000100219",10
"ENSDARG00000109126",0
"ENSDARG00000104502",2
"ENSDARG00000101484",2
"ENSDARG00000113780",0
"ENSDARG00000100568",2
"ENSDARG00000099337",0
"ENSDARG00000111563",0
"ENSDARG00000113698",0
"ENSDARG00000101634",0
"ENSDARG00000115655",0
"ENSDARG00000116717",1
"ENSDARG00000099415",0
"ENSDARG00000098220",4
"ENSDARG00000102999",6
"ENSDARG00000103497",2
"ENSDARG00000098494",0
"ENSDARG00000101834",0
"ENSDARG00000117183",0
"ENSDARG00000113672",0
"ENSDARG00000111180",0
"ENSDARG00000114693",0
"ENSDARG00000113401",0
"ENSDARG00000112565",0
"ENSDARG00000111324",0
"ENSDARG00000109697",1
"ENSDARG00000112878",0
"ENSDARG00000103247",4
"ENSDARG00000109319",0
"ENSDARG00000101807",2
"ENSDARG00000104341",0
"ENSDARG00000105091",4
"ENSDARG00000104561",0
"ENSDARG00000103283",0
"ENSDARG00000105242",0
"ENSDARG00000099090",0
"ENSDARG00000114716",0
"ENSDARG00000102884",0
"ENSDARG00000101327",0
"ENSDARG00000109530",0
"ENSDARG00000115792",0
"ENSDARG00000114078",0
"ENSDARG00000109871",0
"ENSDARG00000099341",0
"ENSDARG00000100743",1
"ENSDARG00000086179",0
"ENSDARG00000098835",0
"ENSDARG00000101966",0
"ENSDARG00000101388",0
"ENSDARG00000104619",0
"ENSDARG00000099910",0
"ENSDARG00000098444",0
"ENSDARG00000102616",1
"ENSDARG00000110810",5
"ENSDARG00000102360",0
"ENSDARG00000101272",1
"ENSDARG00000112027",0
"ENSDARG00000103371",0
"ENSDARG00000102853",0
"ENSDARG00000113391",2
"ENSDARG00000088443",0
"ENSDARG00000099466",0
"ENSDARG00000090824",0
"ENSDARG00000117469",0
"ENSDARG00000102581",0
"ENSDARG00000098851",0
"ENSDARG00000104986",0
"ENSDARG00000101555",0
"ENSDARG00000102839",1
"ENSDARG00000100930",0
"ENSDARG00000104787",7
"ENSDARG00000104897",7
"ENSDARG00000103324",1
"ENSDARG00000101756",2
"ENSDARG00000105279",12
"ENSDARG00000099571",0
"ENSDARG00000100950",0
"ENSDARG00000101728",16
"ENSDARG00000103254",7
"ENSDARG00000101071",0
"ENSDARG00000101421",9
"ENSDARG00000101087",0
"ENSDARG00000116086",2
"ENSDARG00000104590",0
"ENSDARG00000100240",0
"ENSDARG00000100464",1
"ENSDARG00000102225",0
"ENSDARG00000102638",0
"ENSDARG00000101403",0
"ENSDARG00000101902",0
"ENSDARG00000102713",0
"ENSDARG00000115256",0
"ENSDARG00000115029",7
"ENSDARG00000102031",0
"ENSDARG00000103100",0
"ENSDARG00000099643",0
"ENSDARG00000098305",0
"ENSDARG00000104650",0
"ENSDARG00000099789",0
"ENSDARG00000098979",0
"ENSDARG00000104890",9
"ENSDARG00000100338",0
"ENSDARG00000100006",0
"ENSDARG00000101828",0
"ENSDARG00000099381",0
"ENSDARG00000100811",0
"ENSDARG00000101757",0
"ENSDARG00000103306",0
"ENSDARG00000114142",7
"ENSDARG00000092139",0
"ENSDARG00000112831",0
"ENSDARG00000114396",0
"ENSDARG00000102156",8
"ENSDARG00000098066",0
"ENSDARG00000099711",3
"ENSDARG00000117400",0
"ENSDARG00000101514",0
"ENSDARG00000104817",1
"ENSDARG00000098716",0
"ENSDARG00000105976",1
"ENSDARG00000102283",0
"ENSDARG00000101014",0
"ENSDARG00000116300",2
"ENSDARG00000104163",7
"ENSDARG00000090998",18
"ENSDARG00000117524",2
"ENSDARG00000091841",21
"ENSDARG00000112072",0
"ENSDARG00000091393",8
"ENSDARG00000105731",25
"ENSDARG00000105829",2
"ENSDARG00000075417",21
"ENSDARG00000103375",0
"ENSDARG00000089598",9
"ENSDARG00000089092",0
"ENSDARG00000098324",0
"ENSDARG00000089715",9
"ENSDARG00000090942",13
"ENSDARG00000103952",8
"ENSDARG00000101908",15
"ENSDARG00000101645",18
"ENSDARG00000111905",0
"ENSDARG00000098811",0
"ENSDARG00000102586",3
"ENSDARG00000099864",11
"ENSDARG00000098722",0
"ENSDARG00000102460",0
"ENSDARG00000104120",0
"ENSDARG00000113301",0
"ENSDARG00000105739",9
"ENSDARG00000102835",18
"ENSDARG00000105696",23
"ENSDARG00000103865",0
"ENSDARG00000101365",28
"ENSDARG00000105781",0
"ENSDARG00000103850",24
"ENSDARG00000091869",14
"ENSDARG00000095030",29
"ENSDARG00000105728",8
"ENSDARG00000095135",2
"ENSDARG00000074298",28
"ENSDARG00000096111",0
"ENSDARG00000105713",29
"ENSDARG00000098389",1
"ENSDARG00000054957",13
"ENSDARG00000077239",0
"ENSDARG00000096120",13
"ENSDARG00000075470",0
"ENSDARG00000096030",0
"ENSDARG00000096141",3
"ENSDARG00000101193",0
"ENSDARG00000103751",24
"ENSDARG00000095670",0
"ENSDARG00000073708",16
"ENSDARG00000105816",2
"ENSDARG00000102154",6
"ENSDARG00000094612",10
"ENSDARG00000094551",24
"ENSDARG00000092608",11
"ENSDARG00000080016",11
"ENSDARG00000105727",0
"ENSDARG00000105692",0
"ENSDARG00000105806",33
"ENSDARG00000113971",4
"ENSDARG00000088367",4
"ENSDARG00000086752",0
"ENSDARG00000117736",0
"ENSDARG00000116221",0
"ENSDARG00000086576",14
"ENSDARG00000100752",54
"ENSDARG00000105760",0
"ENSDARG00000103350",54
"ENSDARG00000105744",27
"ENSDARG00000076624",65
"ENSDARG00000091499",1
"ENSDARG00000105746",28
"ENSDARG00000017108",7
"ENSDARG00000105822",2
"ENSDARG00000109502",13
"ENSDARG00000017454",75
"ENSDARG00000068830",6
"ENSDARG00000005126",51
"ENSDARG00000100624",22
"ENSDARG00000112073",2
"ENSDARG00000090570",2
"ENSDARG00000087867",0
"ENSDARG00000117634",0
"ENSDARG00000059409",9
"ENSDARG00000102191",52
"ENSDARG00000103844",25
"ENSDARG00000102468",4
"ENSDARG00000104916",0
"ENSDARG00000103197",0
"ENSDARG00000098369",1
"ENSDARG00000099112",6
"ENSDARG00000090392",3
"ENSDARG00000103314",5
"ENSDARG00000104956",0
"ENSDARG00000098218",0
"ENSDARG00000101571",0
"ENSDARG00000101551",4
"ENSDARG00000104166",6
"ENSDARG00000102432",2
"ENSDARG00000100348",6
"ENSDARG00000104008",1
"ENSDARG00000101653",6
"ENSDARG00000102575",1
"ENSDARG00000098653",0
"ENSDARG00000104966",5
"ENSDARG00000112632",28
"ENSDARG00000099327",5
"ENSDARG00000103186",4
"ENSDARG00000102473",6
"ENSDARG00000101690",2
"ENSDARG00000101030",1
"ENSDARG00000101675",0
"ENSDARG00000105724",0
"ENSDARG00000105810",0
"ENSDARG00000102679",12
"ENSDARG00000101883",31
"ENSDARG00000100294",21
"ENSDARG00000104208",0
"ENSDARG00000100164",4
"ENSDARG00000089142",6
"ENSDARG00000077205",20
"ENSDARG00000029105",10
"ENSDARG00000113741",0
"ENSDARG00000116378",6
"ENSDARG00000054898",0
"ENSDARG00000094809",14
"ENSDARG00000094854",11
"ENSDARG00000043802",0
"ENSDARG00000092204",0
"ENSDARG00000105674",0
"ENSDARG00000043798",0
"ENSDARG00000043796",0
"ENSDARG00000091970",0
"ENSDARG00000007018",0
"ENSDARG00000095695",0
"ENSDARG00000014024",0
"ENSDARG00000053563",0
"ENSDARG00000093546",0
"ENSDARG00000097527",0
"ENSDARG00000099099",10
"ENSDARG00000105672",0
"ENSDARG00000105743",0
"ENSDARG00000105800",0
"ENSDARG00000105694",1
"ENSDARG00000106998",0
"ENSDARG00000089296",7
"ENSDARG00000095013",0
"ENSDARG00000094215",5
"ENSDARG00000095696",1
"ENSDARG00000095717",9
"ENSDARG00000105831",1
"ENSDARG00000105689",12
"ENSDARG00000096001",0
"ENSDARG00000102480",0
"ENSDARG00000104678",19
"ENSDARG00000085395",0
"ENSDARG00000095486",0
"ENSDARG00000075090",0
"ENSDARG00000099076",0
"ENSDARG00000105712",0
"ENSDARG00000076476",0
"ENSDARG00000101763",0
"ENSDARG00000102027",11
"ENSDARG00000099945",1
"ENSDARG00000092241",0
"ENSDARG00000043781",2
"ENSDARG00000097086",1
"ENSDARG00000097215",1
"ENSDARG00000076442",17
